now.iso,now.custom,cpu.user,mem.used,load.min1,load.min5,load.min15,load.cpucore
2024-09-04T23:16:21+03:00,2024-09-04 23:16:21 IDT,56.1,7997218816,5.0703125,3.31884765625,2.3759765625,4
2024-09-04T23:16:22+03:00,2024-09-04 23:16:22 IDT,56.1,7997218816,5.0703125,3.31884765625,2.3759765625,4
2024-09-04T23:16:25+03:00,2024-09-04 23:16:25 IDT,42.5,7995944960,5.0703125,3.31884765625,2.3759765625,4
2024-09-04T23:16:26+03:00,2024-09-04 23:16:26 IDT,42.5,7995944960,5.0703125,3.31884765625,2.3759765625,4
2024-09-04T23:16:29+03:00,2024-09-04 23:16:29 IDT,76.1,8004947968,5.14501953125,3.36376953125,2.3955078125,4
2024-09-04T23:16:30+03:00,2024-09-04 23:16:30 IDT,76.1,8004947968,5.14501953125,3.36376953125,2.3955078125,4
2024-09-04T23:16:33+03:00,2024-09-04 23:16:33 IDT,68.8,8025395200,5.2138671875,3.40771484375,2.4150390625,4
2024-09-04T23:16:34+03:00,2024-09-04 23:16:34 IDT,68.8,8025395200,5.2138671875,3.40771484375,2.4150390625,4
2024-09-04T23:16:37+03:00,2024-09-04 23:16:37 IDT,30.0,7854825472,4.7958984375,3.35107421875,2.40185546875,4
2024-09-04T23:16:38+03:00,2024-09-04 23:16:38 IDT,30.0,7854825472,4.7958984375,3.35107421875,2.40185546875,4
2024-09-04T23:16:41+03:00,2024-09-04 23:16:41 IDT,34.4,7900889088,4.7958984375,3.35107421875,2.40185546875,4
2024-09-04T23:16:42+03:00,2024-09-04 23:16:42 IDT,34.4,7900889088,4.7958984375,3.35107421875,2.40185546875,4
2024-09-04T23:16:45+03:00,2024-09-04 23:16:45 IDT,67.4,8176140288,4.65185546875,3.34521484375,2.4052734375,4
2024-09-04T23:16:47+03:00,2024-09-04 23:16:47 IDT,67.4,8176140288,4.65185546875,3.34521484375,2.4052734375,4
2024-09-04T23:16:49+03:00,2024-09-04 23:16:49 IDT,75.4,8161538048,4.92041015625,3.4228515625,2.435546875,4
2024-09-04T23:16:51+03:00,2024-09-04 23:16:51 IDT,75.4,8161538048,4.92041015625,3.4228515625,2.435546875,4
2024-09-04T23:16:53+03:00,2024-09-04 23:16:53 IDT,68.1,8176984064,4.92724609375,3.44921875,2.44970703125,4
2024-09-04T23:16:55+03:00,2024-09-04 23:16:55 IDT,68.1,8176984064,4.92724609375,3.44921875,2.44970703125,4
2024-09-04T23:16:57+03:00,2024-09-04 23:16:57 IDT,52.6,8109187072,4.6923828125,3.4248046875,2.447265625,4
2024-09-04T23:16:59+03:00,2024-09-04 23:16:59 IDT,52.6,8109187072,4.6923828125,3.4248046875,2.447265625,4
2024-09-04T23:17:01+03:00,2024-09-04 23:17:01 IDT,17.9,8059555840,4.556640625,3.41748046875,2.45068359375,4
2024-09-04T23:17:03+03:00,2024-09-04 23:17:03 IDT,17.9,8059555840,4.556640625,3.41748046875,2.45068359375,4
2024-09-04T23:17:05+03:00,2024-09-04 23:17:05 IDT,13.6,8057978880,4.556640625,3.41748046875,2.45068359375,4
2024-09-04T23:17:07+03:00,2024-09-04 23:17:07 IDT,13.6,8057978880,4.556640625,3.41748046875,2.45068359375,4
2024-09-04T23:17:09+03:00,2024-09-04 23:17:09 IDT,9.9,8046125056,4.3515625,3.3935546875,2.4482421875,4
2024-09-04T23:17:11+03:00,2024-09-04 23:17:11 IDT,9.9,8046125056,4.3515625,3.3935546875,2.4482421875,4
2024-09-04T23:17:13+03:00,2024-09-04 23:17:13 IDT,13.1,8050286592,4.0029296875,3.3369140625,2.43505859375,4
2024-09-04T23:17:15+03:00,2024-09-04 23:17:15 IDT,13.1,8050286592,4.0029296875,3.3369140625,2.43505859375,4
2024-09-04T23:17:17+03:00,2024-09-04 23:17:17 IDT,11.0,8065916928,3.68212890625,3.28125,2.421875,4
2024-09-04T23:17:19+03:00,2024-09-04 23:17:19 IDT,11.0,8065916928,3.68212890625,3.28125,2.421875,4
2024-09-04T23:17:21+03:00,2024-09-04 23:17:21 IDT,25.9,8007487488,3.68212890625,3.28125,2.421875,4
2024-09-04T23:17:23+03:00,2024-09-04 23:17:23 IDT,25.9,8007487488,3.68212890625,3.28125,2.421875,4
2024-09-04T23:17:25+03:00,2024-09-04 23:17:25 IDT,26.7,7986425856,3.46728515625,3.2431640625,2.4140625,4
2024-09-04T23:17:27+03:00,2024-09-04 23:17:27 IDT,26.7,7986425856,3.46728515625,3.2431640625,2.4140625,4
2024-09-04T23:17:29+03:00,2024-09-04 23:17:29 IDT,12.4,7913631744,3.26953125,3.20556640625,2.40625,4
2024-09-04T23:17:31+03:00,2024-09-04 23:17:31 IDT,12.4,7913631744,3.26953125,3.20556640625,2.40625,4
2024-09-04T23:17:33+03:00,2024-09-04 23:17:33 IDT,10.3,7898103808,3.00732421875,3.15234375,2.39306640625,4
2024-09-04T23:17:35+03:00,2024-09-04 23:17:35 IDT,10.3,7898103808,3.00732421875,3.15234375,2.39306640625,4
2024-09-04T23:17:37+03:00,2024-09-04 23:17:37 IDT,42.1,7787687936,3.1669921875,3.18310546875,2.4072265625,4
2024-09-04T23:17:39+03:00,2024-09-04 23:17:39 IDT,42.1,7787687936,3.1669921875,3.18310546875,2.4072265625,4
2024-09-04T23:17:41+03:00,2024-09-04 23:17:41 IDT,25.9,7801360384,3.0732421875,3.1630859375,2.40478515625,4
2024-09-04T23:17:43+03:00,2024-09-04 23:17:43 IDT,25.9,7801360384,3.0732421875,3.1630859375,2.40478515625,4
2024-09-04T23:17:45+03:00,2024-09-04 23:17:45 IDT,32.9,7794978816,3.0732421875,3.1630859375,2.40478515625,4
2024-09-04T23:17:47+03:00,2024-09-04 23:17:47 IDT,32.9,7794978816,3.0732421875,3.1630859375,2.40478515625,4
2024-09-04T23:17:49+03:00,2024-09-04 23:17:49 IDT,5.3,7748005888,2.82666015625,3.1103515625,2.3916015625,4
2024-09-04T23:17:51+03:00,2024-09-04 23:17:51 IDT,5.3,7748005888,2.82666015625,3.1103515625,2.3916015625,4
2024-09-04T23:17:53+03:00,2024-09-04 23:17:53 IDT,4.6,7729860608,2.60009765625,3.05859375,2.37841796875,4
2024-09-04T23:17:55+03:00,2024-09-04 23:17:55 IDT,4.6,7729860608,2.60009765625,3.05859375,2.37841796875,4
2024-09-04T23:17:57+03:00,2024-09-04 23:17:57 IDT,4.3,7725551616,2.3916015625,3.0078125,2.365234375,4
2024-09-04T23:17:59+03:00,2024-09-04 23:17:59 IDT,4.3,7725551616,2.3916015625,3.0078125,2.365234375,4
2024-09-04T23:18:01+03:00,2024-09-04 23:18:01 IDT,7.3,7730028544,2.5205078125,3.0244140625,2.3740234375,4
2024-09-04T23:18:03+03:00,2024-09-04 23:18:03 IDT,7.3,7730028544,2.5205078125,3.0244140625,2.3740234375,4
2024-09-04T23:18:05+03:00,2024-09-04 23:18:05 IDT,9.1,7734386688,2.5205078125,3.0244140625,2.3740234375,4
2024-09-04T23:18:07+03:00,2024-09-04 23:18:07 IDT,9.1,7734386688,2.5205078125,3.0244140625,2.3740234375,4
2024-09-04T23:18:09+03:00,2024-09-04 23:18:09 IDT,11.6,7733219328,2.3984375,2.99072265625,2.3662109375,4
2024-09-04T23:18:11+03:00,2024-09-04 23:18:11 IDT,11.6,7733219328,2.3984375,2.99072265625,2.3662109375,4
2024-09-04T23:18:13+03:00,2024-09-04 23:18:13 IDT,5.7,7740973056,2.2861328125,2.95751953125,2.3583984375,4
2024-09-04T23:18:15+03:00,2024-09-04 23:18:15 IDT,5.7,7740973056,2.2861328125,2.95751953125,2.3583984375,4
2024-09-04T23:18:17+03:00,2024-09-04 23:18:17 IDT,15.8,7730126848,2.18310546875,2.9248046875,2.35107421875,4
2024-09-04T23:18:19+03:00,2024-09-04 23:18:19 IDT,15.8,7730126848,2.18310546875,2.9248046875,2.35107421875,4
2024-09-04T23:18:21+03:00,2024-09-04 23:18:21 IDT,26.9,7770042368,2.24853515625,2.92626953125,2.35498046875,4
2024-09-04T23:18:23+03:00,2024-09-04 23:18:23 IDT,26.9,7770042368,2.24853515625,2.92626953125,2.35498046875,4
2024-09-04T23:18:25+03:00,2024-09-04 23:18:25 IDT,26.3,7819399168,2.24853515625,2.92626953125,2.35498046875,4
2024-09-04T23:18:27+03:00,2024-09-04 23:18:27 IDT,26.3,7819399168,2.24853515625,2.92626953125,2.35498046875,4
2024-09-04T23:18:29+03:00,2024-09-04 23:18:29 IDT,32.8,7829225472,2.228515625,2.91064453125,2.35302734375,4
2024-09-04T23:18:31+03:00,2024-09-04 23:18:31 IDT,32.8,7829225472,2.228515625,2.91064453125,2.35302734375,4
2024-09-04T23:18:33+03:00,2024-09-04 23:18:33 IDT,19.6,7807340544,2.0498046875,2.8623046875,2.34033203125,4
2024-09-04T23:18:35+03:00,2024-09-04 23:18:35 IDT,19.6,7807340544,2.0498046875,2.8623046875,2.34033203125,4
2024-09-04T23:18:37+03:00,2024-09-04 23:18:37 IDT,24.6,7857188864,1.88525390625,2.814453125,2.32763671875,4
2024-09-04T23:18:39+03:00,2024-09-04 23:18:39 IDT,24.6,7857188864,1.88525390625,2.814453125,2.32763671875,4
2024-09-04T23:18:41+03:00,2024-09-04 23:18:41 IDT,17.6,7819350016,1.81396484375,2.7841796875,2.3203125,4
2024-09-04T23:18:43+03:00,2024-09-04 23:18:43 IDT,17.6,7819350016,1.81396484375,2.7841796875,2.3203125,4
2024-09-04T23:18:45+03:00,2024-09-04 23:18:45 IDT,16.7,7757832192,1.81396484375,2.7841796875,2.3203125,4
2024-09-04T23:18:47+03:00,2024-09-04 23:18:47 IDT,16.7,7757832192,1.81396484375,2.7841796875,2.3203125,4
2024-09-04T23:18:49+03:00,2024-09-04 23:18:49 IDT,8.0,7749214208,1.66845703125,2.73779296875,2.3076171875,4
2024-09-04T23:18:51+03:00,2024-09-04 23:18:51 IDT,8.0,7749214208,1.66845703125,2.73779296875,2.3076171875,4
2024-09-04T23:18:53+03:00,2024-09-04 23:18:53 IDT,17.8,7726665728,1.6953125,2.72509765625,2.3056640625,4
2024-09-04T23:18:55+03:00,2024-09-04 23:18:55 IDT,17.8,7726665728,1.6953125,2.72509765625,2.3056640625,4
2024-09-04T23:18:57+03:00,2024-09-04 23:18:57 IDT,27.2,7718653952,1.63916015625,2.6962890625,2.29833984375,4
2024-09-04T23:18:59+03:00,2024-09-04 23:18:59 IDT,27.2,7718653952,1.63916015625,2.6962890625,2.29833984375,4
2024-09-04T23:19:01+03:00,2024-09-04 23:19:01 IDT,18.9,7694036992,1.66845703125,2.6845703125,2.29638671875,4
2024-09-04T23:19:03+03:00,2024-09-04 23:19:03 IDT,18.9,7694036992,1.66845703125,2.6845703125,2.29638671875,4
